time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,512,1536,0,0,0,0,0
0.0020098330224368626,4,508,1514,20,2,0,0,1
0.0027027949821365051,8,504,1492,40,4,0,0,1
0.003315795992183805,12,500,1471,58,6,0,0,1
0.0043738795099045515,16,496,1449,78,8,0,0,1
0.0059131936636644677,20,492,1427,98,10,0,0,1
0.0066534161431180041,24,488,1406,116,12,0,0,1
0.010086753228224535,28,484,1387,130,14,1,0,1
0.010957016494527313,32,480,1366,148,16,1,0,1
0.012611327612312125,36,476,1346,164,18,1,0,1
0.013062116802886364,40,472,1327,178,20,2,0,1
0.014293136673218819,44,468,1306,196,22,2,0,1
0.017087304975827111,48,464,1284,216,24,3,0,1
0.017512406558975943,52,460,1262,236,26,3,0,1
0.018294366360015881,56,456,1244,248,28,3,0,1
0.019273142243779694,60,452,1225,262,30,3,0,1
0.021307954233891317,64,448,1205,278,32,4,0,1
0.023409083403616721,68,444,1186,292,34,4,0,1
0.02341735407803856,72,440,1165,310,36,4,0,1
0.026215213238885492,76,436,1145,326,38,4,0,1
0.026652604851698306,80,432,1126,340,40,5,1,2
0.029756380882026524,84,428,1107,354,42,6,1,2
0.030706218326940638,88,424,1087,370,44,6,1,2
0.031935062282974006,92,420,1066,388,46,6,1,2
0.033521277922162661,96,416,1047,402,48,7,1,2
0.034327940023067563,100,412,1028,416,50,8,1,2
0.036572452539054438,104,408,1011,426,52,9,1,2
0.038342627406535962,108,404,993,438,54,9,1,2
0.038984494908129157,112,400,976,448,56,9,1,2
0.040808618080669753,116,396,954,468,58,9,1,2
0.042023082579262662,120,392,935,482,60,10,1,2
0.045164341632674916,124,388,917,494,62,11,1,2
0.046031872554799444,128,384,900,504,64,11,1,2
0.047606124054107683,132,380,882,516,66,12,1,2
0.047978039855809659,136,376,864,528,68,13,1,2
0.055587633647386128,140,372,847,538,70,17,1,2
0.05886450185908032,144,368,832,544,72,19,1,2
0.060410322519433193,148,364,816,552,74,20,1,2
0.064930740442488089,152,360,799,562,76,24,1,2
0.066444458694701822,156,356,782,572,78,24,1,2
0.067884292876674121,160,352,766,580,80,26,1,2
0.069089097552788317,164,348,752,584,82,26,1,2
0.070658643644211344,168,344,737,590,84,26,1,2
0.07129053755840703,172,340,718,604,86,27,1,2
0.074215765804650058,176,336,706,604,88,28,1,2
0.075250450524322471,180,332,686,620,90,28,2,2
0.081997390098920542,184,328,670,628,92,31,2,2
0.083016399068876479,188,324,658,628,94,31,3,2
0.087470473754012776,192,320,640,640,96,33,3,2
0.089282894782125657,196,316,625,646,98,33,4,2
0.09022526050076983,200,312,613,646,100,33,5,2
0.091384586527719983,204,308,599,650,102,35,5,2
0.093775929561461038,208,304,579,666,104,38,6,2
0.094940857071153004,212,300,566,668,106,39,6,2
0.099366572846032439,216,296,551,674,108,41,6,2
0.10487715181631442,220,292,536,680,110,43,7,2
0.10996036125792684,224,288,526,676,112,48,7,2
0.11364957306534847,228,284,511,682,114,50,8,2
0.11665206056348806,232,280,496,688,116,52,9,2
0.12426533859448555,236,276,475,706,118,58,10,2
0.1295137177444706,240,272,463,706,120,62,11,2
0.13284583089652985,244,268,448,712,122,65,11,2
0.13846420886968624,248,264,441,702,124,67,11,2
0.14251513777125627,252,260,427,706,126,67,11,2
0.14530037629231402,256,256,413,710,128,68,13,3
0.15231137264710071,260,252,402,708,130,75,13,3
0.15714887431815061,264,248,395,698,132,79,14,3
0.15885869410520173,268,244,380,704,134,79,15,3
0.16141745818782424,272,240,367,706,136,80,16,3
0.16905392188045293,276,236,359,698,138,83,17,3
0.17533841681498735,280,232,347,698,140,89,18,3
0.17889496293188778,284,228,334,700,142,90,18,3
0.18742803272960237,288,224,324,696,144,96,20,3
0.18973127432199147,292,220,317,686,146,98,20,3
0.19261282555618667,296,216,305,686,148,99,20,3
0.19820746489883326,300,212,292,688,150,104,20,3
0.20761723463052958,304,208,283,682,152,112,21,3
0.21145346421499012,308,204,271,682,154,114,23,3
0.21633127824333437,312,200,263,674,156,117,24,3
0.21946043884629984,316,196,250,676,158,117,24,3
0.22126372427092722,320,192,234,684,160,118,26,3
0.22864825319308507,324,188,225,678,162,118,26,3
0.24011961955408137,328,184,211,682,164,127,26,3
0.25644976387472457,332,180,210,660,166,136,28,3
0.25851456645632742,336,176,198,660,168,138,28,3
0.2704518441372683,340,172,190,652,170,142,30,3
0.27589308672697499,344,168,183,642,172,147,31,3
0.28035467464633868,348,164,173,638,174,148,33,3
0.28707800758750579,352,160,164,632,176,151,33,3
0.29490222429813545,356,156,158,620,178,155,35,3
0.30554120670968571,360,152,150,612,180,162,36,3
0.32706503203655374,364,148,137,614,182,173,36,3
0.34054904886464915,368,144,129,606,184,178,39,3
0.39489503804003245,372,140,131,578,186,218,41,3
0.40744094823202931,376,136,121,574,188,225,43,3
0.43150492940316609,380,132,112,568,190,244,44,3
0.43243982017179233,384,128,106,556,192,245,47,3
0.48942750096740217,388,124,106,532,194,273,47,3
0.49727899979669637,392,120,100,520,196,277,49,3
0.52701119220803783,396,116,93,510,198,288,52,3
0.55974555693300332,400,112,90,492,200,303,55,3
0.58171917027097197,404,108,88,472,202,311,56,3
0.61686538312282568,408,104,76,472,204,323,59,3
0.63978687418204827,412,100,65,470,206,337,61,3
0.64826404333431265,416,96,57,462,208,343,64,3
0.66065678738876832,420,92,53,446,210,350,68,3
0.66389951653246448,424,88,49,430,212,350,71,3
0.74654162072507757,428,84,50,404,214,380,73,3
0.79773569954094714,432,80,47,386,216,396,75,3
0.82123942348199841,436,76,44,368,218,403,79,3
0.87080259914668823,440,72,29,374,220,419,82,3
0.9613362738892206,444,68,29,350,222,459,84,3
0.97694254816197479,448,64,24,336,224,464,87,3
1.0379646376784328,452,60,20,320,226,484,89,3
1.1692954626125738,456,56,18,300,228,527,91,3
1.2074270303906895,460,52,20,272,230,539,94,3
1.2845140549677401,464,48,19,250,232,558,96,3
1.5204409912822738,468,44,12,240,234,620,98,3
1.6518291374468119,472,40,9,222,236,642,101,4
1.7229388667850467,476,36,7,202,238,655,103,4
1.7292444646503411,480,32,5,182,240,655,106,4
1.754193407946133,482,30,5,170,241,663,107,4
1.9414075426172586,484,28,9,150,242,706,107,4
1.9775635081824221,486,26,3,150,243,716,108,4
2.0146082341476594,488,24,5,134,244,721,110,4
2.3333714618389316,490,22,4,124,245,769,111,4
2.6242275196914706,492,20,2,116,246,800,112,4
2.7624905944955533,494,18,3,102,247,818,114,4
3.0559620602157196,496,16,3,90,248,848,115,4
3.5966485302856652,498,14,0,84,249,898,116,4
5.0328563075292498,500,12,0,72,250,1018,117,4
7.6565088466445719,502,10,0,60,251,1199,119,4
8.2686636673217464,504,8,0,48,252,1237,121,4
9.0009200624820629,506,6,0,36,253,1275,123,4
19.536337775513328,508,4,0,24,254,1647,124,4
20.20665615343778,510,2,0,12,255,1661,126,4
118.56375858170345,512,0,0,0,256,2870,127,4
