weights (11.0,1.0,2.0) scale c=1.0000 (1) rho=0.5 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=3.000 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 3.426 0.299 0.360 0.39
     2 3.534 0.331 0.262 0.36
     4 3.633 0.367 0.225 0.36
     9 3.752 0.416 0.196 0.31
    18 3.853 0.454 0.179 0.45
    38 3.977 0.509 0.167 0.66
    79 4.126 0.575 0.142 0.82
   163 4.258 0.647 0.130 0.68
   338 4.514 0.706 0.114 0.81
   700 4.644 0.762 0.113 1.83
  1449 4.768 0.805 0.096 3.24
  3000 4.949 0.839 0.091 10.66
SUMMARY: p=11.0 q=1.0 r=2.0 c=1.0000 rho=0.5 L=24 nbrs=4.907 nbrs_over_random=1.636 aligned=0.833 S=10.24 accept=0.094 records=6894 seconds=114
