weights (20.0,1.0,2.0) scale c=1.0000 (1) rho=0.5 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=3.000 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 3.425 0.318 0.335 0.46
     2 3.519 0.354 0.223 0.44
     4 3.625 0.401 0.180 0.41
     9 3.741 0.447 0.148 0.64
    18 3.881 0.501 0.125 0.91
    38 4.005 0.550 0.108 1.08
    79 4.130 0.604 0.091 1.13
   163 4.292 0.660 0.072 1.03
   338 4.433 0.722 0.072 0.89
   700 4.617 0.757 0.056 1.28
  1449 4.707 0.797 0.045 0.83
  3000 4.846 0.823 0.043 0.60
SUMMARY: p=20.0 q=1.0 r=2.0 c=1.0000 rho=0.5 L=24 nbrs=4.826 nbrs_over_random=1.609 aligned=0.816 S=0.77 accept=0.046 records=6894 seconds=115
