weights (11.0,1.0,2.0) scale c=2.0000 (2) rho=0.5 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=3.000 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 3.638 0.266 0.306 0.52
     2 3.731 0.291 0.193 0.47
     4 3.857 0.316 0.161 0.49
     9 4.038 0.351 0.125 0.68
    18 4.169 0.375 0.115 0.76
    38 4.356 0.404 0.095 0.75
    79 4.523 0.440 0.073 0.86
   163 4.672 0.474 0.078 1.14
   338 4.806 0.522 0.071 1.18
   700 4.936 0.572 0.062 2.21
  1449 5.048 0.629 0.054 3.23
  3000 5.133 0.677 0.051 4.95
SUMMARY: p=11.0 q=1.0 r=2.0 c=2.0000 rho=0.5 L=24 nbrs=5.112 nbrs_over_random=1.704 aligned=0.669 S=4.58 accept=0.047 records=6894 seconds=123
