weights (9.0,1.0,2.0) scale c=0.5000 (0.5) rho=0.3 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=1.800 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 1.993 0.371 0.419 0.32
     2 2.046 0.410 0.359 0.32
     4 2.117 0.449 0.350 0.31
     9 2.151 0.490 0.334 0.42
    18 2.239 0.517 0.327 0.25
    38 2.268 0.563 0.326 0.30
    79 2.301 0.575 0.324 1.15
   163 2.393 0.618 0.319 0.72
   338 2.588 0.689 0.309 0.74
   700 2.775 0.772 0.299 0.54
  1449 3.264 0.862 0.308 2.54
  3000 3.549 0.914 0.304 3.20
SUMMARY: p=9.0 q=1.0 r=2.0 c=0.5000 rho=0.3 L=24 nbrs=3.528 nbrs_over_random=1.960 aligned=0.904 S=3.94 accept=0.305 records=4173 seconds=169
