weights (7.0,1.0,2.0) scale c=1.0000 (1) rho=0.1 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=0.600 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 1.000 0.266 0.432 0.13
     2 1.089 0.341 0.396 0.15
     4 1.188 0.407 0.387 0.18
     9 1.285 0.394 0.368 0.15
    18 1.299 0.439 0.352 0.20
    38 1.319 0.460 0.350 0.35
    79 1.443 0.492 0.346 0.50
   163 1.367 0.487 0.356 0.49
   338 1.292 0.475 0.354 0.18
   700 1.433 0.472 0.355 0.81
  1449 1.418 0.485 0.347 0.40
  3000 1.549 0.492 0.361 1.49
SUMMARY: p=7.0 q=1.0 r=2.0 c=1.0000 rho=0.1 L=24 nbrs=1.433 nbrs_over_random=2.389 aligned=0.490 S=0.59 accept=0.352 records=1396 seconds=174
