weights (1.0,1.0,1.0) scale c=3.2000 (3.2) rho=0.5 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=3.000 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 3.595 0.165 0.352 0.50
     2 3.681 0.165 0.291 0.53
     4 3.791 0.165 0.277 0.47
     9 3.959 0.164 0.260 0.35
    18 4.062 0.168 0.255 0.57
    38 4.189 0.172 0.259 1.15
    79 4.283 0.168 0.263 1.93
   163 4.425 0.169 0.262 4.91
   338 4.559 0.163 0.261 11.37
   700 4.762 0.168 0.279 17.95
  1449 4.845 0.164 0.273 25.22
  3000 4.941 0.167 0.288 99.49
SUMMARY: p=1.0 q=1.0 r=1.0 c=3.2000 rho=0.5 L=24 nbrs=4.923 nbrs_over_random=1.641 aligned=0.168 S=82.98 accept=0.289 records=6894 seconds=115
