weights (1.0,1.0,1.0) scale c=2.2000 (2.2) rho=0.5 L=16 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=3.000 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 3.482 0.169 0.408 0.30
     2 3.555 0.165 0.384 0.40
     4 3.583 0.168 0.377 0.36
     9 3.675 0.168 0.372 0.18
    18 3.779 0.178 0.336 0.54
    38 3.649 0.165 0.356 1.16
    79 3.738 0.168 0.367 2.87
   163 3.680 0.166 0.368 2.04
   338 3.746 0.166 0.372 4.69
   700 3.726 0.164 0.364 2.12
  1449 3.815 0.170 0.344 2.54
  3000 3.751 0.166 0.377 6.54
SUMMARY: p=1.0 q=1.0 r=1.0 c=2.2000 rho=0.5 L=16 nbrs=3.756 nbrs_over_random=1.252 aligned=0.167 S=3.70 accept=0.363 records=2061 seconds=44
