weights (6.0,2.0,4.0) scale c=0.2500 (neutral) rho=0.3 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=1.800 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 1.797 0.235 0.480 0.33
     2 1.835 0.243 0.468 0.22
     4 1.800 0.250 0.477 0.14
     9 1.788 0.252 0.471 0.17
    18 1.809 0.254 0.470 0.19
    38 1.803 0.251 0.466 0.40
    79 1.803 0.239 0.470 0.15
   163 1.829 0.252 0.464 0.26
   338 1.801 0.252 0.473 0.06
   700 1.822 0.255 0.476 0.13
  1449 1.802 0.250 0.462 0.11
  3000 1.799 0.250 0.469 0.23
SUMMARY: p=6.0 q=2.0 r=4.0 c=0.2500 rho=0.3 L=24 nbrs=1.813 nbrs_over_random=1.007 aligned=0.252 S=0.22 accept=0.469 records=4173 seconds=118
