weights (3.0,2.0,4.0) scale c=0.2857 (neutral) rho=0.3 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=1.800 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 1.828 0.150 0.489 0.24
     2 1.835 0.159 0.483 0.19
     4 1.856 0.134 0.481 0.07
     9 1.826 0.135 0.478 0.29
    18 1.801 0.145 0.484 0.39
    38 1.828 0.141 0.477 0.27
    79 1.839 0.138 0.488 0.28
   163 1.808 0.143 0.472 0.42
   338 1.812 0.146 0.481 0.25
   700 1.811 0.141 0.483 0.10
  1449 1.832 0.148 0.478 0.12
  3000 1.801 0.145 0.480 0.11
SUMMARY: p=3.0 q=2.0 r=4.0 c=0.2857 rho=0.3 L=24 nbrs=1.811 nbrs_over_random=1.006 aligned=0.143 S=0.19 accept=0.479 records=4173 seconds=118
