weights (24.0,1.0,2.0) scale c=0.1818 (neutral) rho=0.2 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=1.200 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 0.939 0.568 0.364 0.27
     2 1.031 0.611 0.313 0.33
     4 1.054 0.679 0.297 0.24
     9 1.172 0.700 0.291 0.07
    18 1.264 0.738 0.289 0.06
    38 1.290 0.779 0.286 0.12
    79 1.373 0.793 0.283 0.29
   163 1.394 0.808 0.277 0.18
   338 1.546 0.832 0.288 0.58
   700 1.853 0.890 0.275 2.46
  1449 2.250 0.928 0.293 7.08
  3000 2.643 0.955 0.297 8.63
SUMMARY: p=24.0 q=1.0 r=2.0 c=0.1818 rho=0.2 L=24 nbrs=2.628 nbrs_over_random=2.190 aligned=0.956 S=10.49 accept=0.295 records=2773 seconds=168
