weights (48.0,1.0,2.0) scale c=0.1053 (neutral) rho=0.1 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=0.600 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 0.391 0.711 0.386 0.10
     2 0.470 0.753 0.342 0.09
     4 0.532 0.784 0.336 0.09
     9 0.539 0.848 0.329 0.08
    18 0.585 0.843 0.320 0.13
    38 0.632 0.837 0.331 0.11
    79 0.672 0.836 0.332 0.07
   163 0.665 0.897 0.320 0.13
   338 0.656 0.880 0.320 0.14
   700 0.706 0.834 0.320 0.04
  1449 0.718 0.856 0.318 0.13
  3000 0.718 0.890 0.312 0.10
SUMMARY: p=48.0 q=1.0 r=2.0 c=0.1053 rho=0.1 L=24 nbrs=0.680 nbrs_over_random=1.133 aligned=0.867 S=0.11 accept=0.324 records=1396 seconds=114
