weights (48.0,1.0,2.0) scale c=0.1053 (neutral) rho=0.05 L=24 sweeps=3000 seed=1 mode=parallel; random baseline: nbrs=0.300 aligned=0.1667
sweep  nbrs  aligned  accept  S
     1 0.221 0.782 0.424 0.06
     2 0.241 0.765 0.403 0.07
     4 0.292 0.835 0.414 0.08
     9 0.284 0.900 0.402 0.09
    18 0.312 0.873 0.398 0.12
    38 0.346 0.885 0.407 0.06
    79 0.346 0.877 0.394 0.09
   163 0.332 0.889 0.396 0.05
   338 0.346 0.836 0.398 0.06
   700 0.318 0.839 0.404 0.05
  1449 0.247 0.897 0.402 0.03
  3000 0.326 0.870 0.386 0.06
SUMMARY: p=48.0 q=1.0 r=2.0 c=0.1053 rho=0.05 L=24 nbrs=0.317 nbrs_over_random=1.056 aligned=0.849 S=0.05 accept=0.398 records=705 seconds=118
