time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,64,192,0,0,0,0,0
0.009297166145175206,2,62,181,10,1,0,0,1
0.020169802435009758,4,60,170,20,2,0,0,1
0.024230218979165517,6,58,159,30,3,0,0,1
0.026346602280709355,8,56,148,40,4,0,0,1
0.04470172549174288,10,54,137,50,5,0,0,1
0.050437349476451711,12,52,130,52,6,0,0,1
0.066541244694804547,14,50,119,62,7,0,0,1
0.072530279835964051,16,48,111,66,8,1,0,1
0.093220855674000458,18,46,102,72,9,1,0,1
0.10317018673205509,20,44,94,76,10,1,0,1
0.11655167081958949,22,42,85,82,11,1,0,1
0.13620531512279083,24,40,78,84,12,2,0,1
0.13846660536183569,26,38,69,90,13,3,0,1
0.14680904381644794,28,36,63,90,14,4,0,1
0.14792620071797416,30,34,55,94,15,4,2,2
0.14831376546116182,32,32,46,100,16,4,2,2
0.19389005358855188,34,30,45,90,17,9,2,2
0.20823240621887229,36,28,39,90,18,10,2,2
0.28963150715106317,38,26,36,84,19,20,4,2
0.31907032310288719,40,24,32,80,20,22,4,2
0.35612844458669646,42,22,26,80,21,24,5,2
0.37274812668185953,44,20,20,80,22,25,7,3
0.40406948885690691,46,18,18,72,23,26,9,3
0.50738846634071666,48,16,12,72,24,37,10,3
0.71186658846668871,50,14,9,66,25,56,12,3
0.7883049858108131,52,12,9,54,26,58,14,3
0.84673449045461491,54,10,6,48,27,61,14,3
1.098312984522517,56,8,1,46,28,70,15,3
1.4292453653389661,58,6,2,32,29,82,17,3
1.7009829586311083,60,4,3,18,30,90,18,3
1.7904852214807825,62,2,1,10,31,90,19,3
24.154180416009311,64,0,0,0,32,338,21,3
