block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
18,0.75404712853488021,0.54303688013735951,0.25511316023135872,0.25831329418393234,0.2855898993574047,-35.984375,-4.2109375,194.8515625
19,0.75382301113906691,0.39813252387669978,0.32554558935730266,0.39242208262655437,0.45872209518939422,-161.1640625,54.359375,48.234375
20,0.75393696238387131,0.23027845810193429,0.27431906852761345,0.18109541876147697,0.28227306762961635,-187.1953125,112.546875,-93.40625
21,0.75451820669958924,0.25858404247993122,0.28691911361411038,0.19817372758120122,0.18575288988829233,46.703125,59.3359375,-78.4765625
22,0.75450724984912676,0.36336275349837011,0.20651652813603669,0.40333859012047685,0.46387536538966695,-146.6171875,72.734375,26.03125
23,0.75512800523166368,0.45005786743390663,0.15317664938678596,0.4214205748315637,0.83964379139129108,223.5625,69.2890625,483.875
24,0.75422854741646728,0.20149164522041496,0.21781610836412385,0.21377479281621364,0.41326389491254611,-136.6640625,254.5703125,-27.5625
25,0.75410689317376123,0.32490162570494352,0.37677882959403819,0.28812531406632796,0.38222663111544325,-195.6171875,-144.3203125,45.171875
26,0.75315437764026882,0.32242138272846388,0.41061279547844387,0.30329092465272561,0.3897682650788582,99.9140625,-112.9296875,9.953125
27,0.75469225460905032,0.14604146596048923,0.28995553912431837,0.34432946676416981,0.28802160617062461,224.328125,-58.953125,-11.1015625
28,0.75275402096490263,0.25646025462698818,0.48553934353047834,0.19519620603942298,0.46384727016963084,16.078125,-63.1640625,-224.328125
29,0.75376105513008995,0.65691500232089772,0.44230507051325352,0.36595457719979779,0.20979342162092404,51.296875,-16.84375,198.296875
30,0.75527867852680375,0.29885146159031906,0.38773645778169569,0.64798729644582898,0.53317906802258863,171.1171875,161.1640625,-107.953125
31,0.75405961270388888,0.52280521713535788,0.14357010826802705,0.71218763083404646,0.25589365821013477,-60.8671875,141.2578125,-294
32,0.75369557964793554,0.50598094447521025,0.11176345954026089,0.60813178192469997,0.43826257992228135,-332.28125,165.7578125,-94.5546875
33,0.75514805958826758,0.32402836397025447,0.36025678607581629,0.51136889341473002,0.52563310329240687,68.140625,87.28125,67.7578125
34,0.75540212570867615,0.11687206075760241,0.63389390721629901,0.10993799729552133,0.2629914668590595,65.078125,110.25,-227.0078125
35,0.75478754600549203,0.40226306728552735,0.44476033339516008,0.23246878254467163,0.5863999875726873,-47.0859375,27.1796875,-262.609375
36,0.75371496995299536,0.45526480581449646,0.30176282302752455,0.34634808234668935,0.19784318322467778,78.4765625,-144.3203125,55.125
37,0.7535174146189092,0.3139646347462256,0.21848878095907945,0.44336863225335971,0.22643426372069628,-178.0078125,0.765625,-95.703125
38,0.75391770488911902,0.40572897099540461,0.20244578714029537,0.40613471439076476,0.20738792766846265,-161.1640625,294,-68.90625
39,0.75422343421958371,0.30969541497955105,0.2157096745355595,0.21737548725124972,0.48126391388778716,281.3671875,7.65625,64.3125
40,0.75405177689568026,0.37653119356470882,0.38348911816836451,0.24254153180078145,0.22021769651216014,383.9609375,-117.90625,-269.8828125
41,0.75307362897262098,0.29918480252821295,0.42141820410419617,0.53309785946276655,0.11848643526895591,27.5625,-218.96875,-127.859375
42,0.75357193325060068,0.29356393673936859,0.13465019594044181,0.36061780216260197,0.33661776305841973,192.9375,-134.3671875,158.8671875
43,0.75392082593137189,0.28972829354853474,0.29912734104843064,0.24831334630163929,0.18805205038635589,184.8984375,-189.109375,93.0234375
44,0.75335691336092925,0.51073002059954054,0.26000355190883712,0.24914164920828702,0.41746143403287433,-103.7421875,5.7421875,-87.28125
45,0.75389167406862923,0.31526059800953043,0.39040428722151077,0.37524794509959558,0.51934638224165897,-5.7421875,-129.390625,-163.078125
46,0.75400223865056171,0.339498689300193,0.20850833092584836,0.30844795767443317,0.39675216305446404,163.4609375,-29.859375,167.2890625
47,0.75424461746381177,0.30332950263009401,0.23110095999879707,0.34822850896059671,0.44223079929223563,-7.65625,-26.796875,-149.296875
48,0.75421048521449485,0.35185503377757854,0.72349704677540883,0.52075406675837399,0.29203041844038924,38.6640625,63.9296875,-69.671875
49,0.75363242834618238,0.36835344365388611,0.4590693130352998,0.45496940355730237,0.23340281833182031,87.28125,178.7734375,-26.03125
50,0.75338593241336593,0.22344772488142575,0.26327847301047419,0.32169409544700073,0.65054956220383675,78.09375,32.15625,25.6484375
51,0.75385727619869292,0.45193379468555261,0.40101340298404775,0.34706938666419362,0.34854077298554004,-52.4453125,-52.828125,33.6875
52,0.75398875840423563,0.2803050669004904,0.33997650136808244,0.34977730726865663,0.3825645933966309,-156.1875,81.15625,-79.2421875
53,0.75448208229564206,0.3952310549769682,0.44338476287615425,0.3364394538452975,0.29785846448478603,-62.78125,-67.7578125,125.9453125
54,0.75360566706899312,0.36759514108331032,0.2907985979897057,0.24419409295529071,0.30358844672563007,206.71875,97.234375,-156.953125
55,0.75504307303929363,0.22141056140021881,0.44657299838954584,0.43470746042716152,0.44656632071645525,-4.59375,64.3125,-137.046875
56,0.75410164716657102,0.34740705195272442,0.3214329182717568,0.42737396615775824,0.31778005579856683,149.296875,179.15625,-161.1640625
57,0.75391597835510848,0.3122593134453483,0.47233918517200651,0.52527033515727695,0.53097115921173055,-192.9375,-215.5234375,-75.03125
58,0.75362472534828029,0.33676965211948889,0.42133611440720969,0.82726684525978245,0.65107343688814334,60.484375,-27.9453125,109.484375
59,0.75474889820567992,0.14494860946827018,0.50772414339803007,0.48258878675602607,0.27864671015862102,-101.4453125,-17.9921875,93.40625
60,0.75409646756453452,0.33779932032733084,0.32046005291955187,0.58967317319025236,0.27524308465999281,-19.5234375,-100.6796875,-31.7734375
61,0.75415191586838815,0.25387926977201514,0.38694822216512492,0.33295041147103593,0.50769555008090317,-12.25,47.0859375,-52.4453125
62,0.75443885254018306,0.40833140017602371,0.36707302718516688,0.19304210476752676,0.2828057800090259,-334.9609375,71.203125,209.78125
63,0.75347591139746206,0.29201407885208308,0.18455664347291886,0.28742799151894999,0.55060400538055354,83.0703125,-26.4140625,-100.296875
64,0.75393012265297565,0.36865289168246596,0.39986185577613781,0.40591275264837218,0.4055441052815465,390.46875,-93.40625,-402.71875
65,0.75332052333636468,0.36922071850480287,0.25524622229841293,0.48736478088956325,0.28598343787026825,90.34375,-26.03125,-42.109375
66,0.75337185452064914,0.2328169062829456,0.42592160860946432,0.45394607123288044,0.42795012969671442,-287.109375,45.9375,138.1953125
67,0.75472638685836591,0.47879598415933655,0.30893104037766062,0.3613977307181972,0.55432185186945948,-15.3125,94.5546875,-33.6875
68,0.75317549447934173,0.24928634678552386,0.30286356008675314,0.24757875830144482,0.33720569919234678,16.84375,79.625,-49.765625
69,0.7536093193524791,0.61682583213960618,0.3021185031638921,0.37069655223993153,0.51308315726628473,144.703125,-19.90625,-106.0390625
70,0.75426852331936522,0.40828982655670942,0.41334360142799431,0.26344317336997353,0.61478325744871909,-87.28125,72.3515625,120.5859375
71,0.75477785085296156,0.30662890696601536,0.29474499039920882,0.20494656321914761,0.36319161853423199,78.859375,-44.7890625,-134.3671875
72,0.75410510023459654,0.17240368675520748,0.13900476329074399,0.42372049556428126,0.18983179198815245,128.2421875,115.609375,-241.171875
73,0.7541449433271844,0.28908522738961634,0.41154500902729557,0.38250430308465216,0.3702181951383251,93.7890625,-62.015625,-53.59375
74,0.75404055442460238,0.32477491805798303,0.34042810119534317,0.32748053047244136,0.3082677022392955,112.546875,-163.4609375,-266.4375
75,0.75393443898800627,0.50874928447787671,0.24000171013396984,0.31715005039811445,0.43547190597922281,92.2578125,67.375,-91.109375
76,0.75340173684009137,0.30218889965091783,0.39465064567438157,0.49567147652105426,0.37321053473193166,-110.25,261.84375,150.4453125
77,0.75335478839599057,0.31811391942533485,0.36899123432309211,0.31315861902158176,0.33462630750984768,49,-45.171875,-212.84375
78,0.75470307864920272,0.14737890823639943,0.32503787545748258,0.39170667497574724,0.58109977049079331,139.7265625,-124.4140625,-160.015625
79,0.75333287469506716,0.56086628327341925,0.35648178019100302,0.3056459308390938,0.26025030019243389,249.9765625,-4.9765625,316.96875
80,0.75389838098921236,0.39942211159119084,0.34010061243420808,0.18273053092782596,0.72932992881977843,259.9296875,-83.453125,66.9921875
81,0.75426101953692637,0.4377527008900175,0.18582429614728471,0.2897710246619179,0.54901127607128752,174.9453125,40.1953125,-93.7890625
82,0.7542998665522006,0.70258184398641155,0.23055395318038502,0.23895972394271645,0.39780723486510566,45.171875,-54.359375,-268.734375
83,0.75383097975758306,0.40236432457443161,0.29580274453565608,0.15460057617502787,0.43836844547842835,-25.265625,-170.3515625,-5.359375
84,0.75315324875264467,0.48535526066391771,0.3747139475860719,0.28565464341519436,0.25999357540214324,325.0078125,-30.2421875,-18.7578125
85,0.75406306577191362,0.61806957056136025,0.31212068875799126,0.40788055889095576,0.26975750655667996,-161.1640625,-47.0859375,-119.4375
86,0.75379844123196849,0.25942905749108153,0.47210604744526147,0.29521795221156277,0.14169532447096386,21.4375,-134.3671875,154.65625
87,0.75296047458966864,0.6146285154556157,0.31790115783984557,0.39640464135414338,0.36940654365619813,27.1796875,121.3515625,65.078125
88,0.75322563037084866,0.49640102867876812,0.54386488629767582,0.21102234484531709,0.29222917303514445,84.984375,34.0703125,-29.859375
89,0.75346502095215528,0.27603517996557203,0.34926024204892459,0.61166719029017713,0.2917196445532268,321.9453125,-182.6015625,65.84375
90,0.75363973291315733,0.43197767606558618,0.3802336791903046,0.28302509837185175,0.39266847619382922,63.9296875,147.765625,11.484375
91,0.75403537482256522,0.42196207448941725,0.40486929738043015,0.46324916265675109,0.36481800680997961,70.8203125,-11.484375,111.015625
92,0.75360281164735765,0.49943312429659231,0.41036145294731641,0.29740393676587573,0.39618561876663694,40.1953125,-113.3125,-14.546875
93,0.75364942806568702,0.23778519410569202,0.30175147844665684,0.20360006109355078,0.34224203932854097,24.1171875,-133.6015625,1.9140625
94,0.7531644048185715,0.38000423283049845,0.52277344651001301,0.41256549803809545,0.42413606210954774,76.5625,45.9375,65.4609375
95,0.75402488280818258,0.53880209130028434,0.61972698937045867,0.41239660831621539,0.32450802225707798,-106.0390625,-0.3828125,93.7890625
96,0.75373110640549534,0.20643203425249543,0.50421612668877269,0.41965846183401323,0.43364525289588624,-49.765625,110.6328125,-34.453125
97,0.75403265221123872,0.25899060582641215,0.40915638984741332,0.30938732757007792,0.38743780916629267,89.578125,-21.4375,64.3125
98,0.75467870795756953,0.35938736754764883,0.48605427474659207,0.29410443492822747,0.20303129873875692,-42.109375,-1.9140625,-26.03125
99,0.75352206297970992,0.38081555464936556,0.75919854780076335,0.42041726775342608,0.54457733606168657,-53.59375,-118.2890625,114.078125
100,0.75350732103545348,0.24096481796241975,1.0586719996090355,0.60277758954144378,0.50866485155033614,100.6796875,-254.953125,-121.734375
101,0.75339317057518429,0.532305093104809,0.8147805030447981,0.24345826679546337,0.2918694107975075,-141.2578125,-189.4921875,-146.234375
102,0.75418305988576184,0.30610859179150252,0.29331324903148404,0.24463567368222697,0.28191729349041017,-156.1875,-15.6953125,58.953125
103,0.75345061103366784,0.44637460211974717,0.28768437517698581,0.37508108785630073,0.30228690973811467,-199.0625,-63.1640625,115.609375
104,0.75530563901945769,0.4699509903776527,0.35563990975202808,0.24253456997202547,0.2412447162583761,-45.171875,-119.0546875,-23.3515625
105,0.75317004925668707,0.33195634161900572,0.21984329157179833,0.44879547162336736,0.46937492231655992,114.84375,-32.5390625,-4.2109375
106,0.75331222269207609,0.2354408226580896,0.24793329346014392,0.33028002454570304,0.30629179987635607,61.25,-66.2265625,183.75
107,0.7534279668760484,0.36543516900507916,0.34572005539458883,0.29069176244713724,0.33473800780213797,90.7265625,37.8984375,-43.640625
108,0.75370799741179406,0.22481539633742043,0.52377089215305295,0.40788455693388642,0.54910405721141198,151.59375,48.6171875,-48.234375
109,0.75334921036302871,0.32150089928615372,0.35181236653692083,0.35713736756491676,0.17777784573533587,-194.8515625,-152.7421875,44.40625
110,0.75339529554012308,0.30047417861205672,0.42741113820979426,0.53364437204894755,0.62944612961702262,-90.7265625,-133.21875,-98.3828125
111,0.75332862476518991,0.57653840265774015,0.2139654595434011,0.2756931193207533,0.60241525495140369,250.7421875,138.9609375,27.5625
112,0.75202781419731546,0.28745748675040134,0.2127465949785996,0.34386450323053064,0.53987160131894729,95.703125,142.40625,-128.2421875
113,0.75363428769050311,0.18042199218400082,0.42522909925721475,0.21878092991999767,0.23935678571179136,-61.6328125,-253.8046875,-30.2421875
114,0.75416200945184331,0.39523486068674596,0.57170184727948659,0.38902042992507641,0.41446125629731517,-42.109375,-75.03125,87.28125
115,0.75459158439510687,0.39904850871543546,0.27871943232063562,0.3468541632680831,0.31226913274378248,-30.625,92.640625,4.2109375
116,0.75469949277086923,0.33746632345376598,0.21254927000926349,0.29657258450036261,0.26292725888119128,-172.6484375,-1.53125,1.1484375
117,0.7539473215879432,0.33403071844547505,0.21319131464632921,0.36528706196378985,0.27134986600704036,59.3359375,7.2734375,-169.5859375
118,0.7545152184676448,0.29605153372456755,0.26702076137009256,0.5608211837885011,0.35544458210347457,215.5234375,198.296875,-157.71875
119,0.75359876093294409,0.46291152656514944,0.50645315364967458,0.2360587982673707,0.31643644128583331,-91.875,16.078125,-231.984375
120,0.75467937200911228,0.36983321547086739,0.24747666030278029,0.18230725660279859,0.29055701099945225,-49,-87.6640625,-107.1875
121,0.75393709519417851,0.42689269989562262,0.22111363888879523,0.50888453118865773,0.51758225520932399,79.625,7.2734375,133.21875
122,0.75623750254995836,0.15099577156770547,0.34077150529260913,0.82378709439771947,0.31399022399039578,127.4765625,1.53125,61.25
123,0.75421964912579076,0.39028331016244622,0.36925179814713266,0.23031748762881646,0.32789572822319973,-94.9375,241.171875,116.375
124,0.75389293576655758,0.4150409074515789,0.55069643186439921,0.26079592538498259,0.36622100106182437,-40.578125,-23.734375,88.8125
125,0.75365879119244694,0.37517669305200568,0.27896076100615613,0.29572660318251626,0.37220017058718785,66.609375,-153.125,7.65625
126,0.75407900300894926,0.28050623188564339,0.2570495889559446,0.64232506389086719,0.4710268521881309,90.7265625,-191.7890625,10.71875
127,0.75402899992775085,0.11959244592125323,0.30617448853587614,0.21354424663953572,0.39257824868359004,-60.8671875,-179.15625,-151.59375
128,0.75357206606090987,0.49428397228062182,0.21100771505570709,0.30022094576134534,0.3261202296793107,-41.7265625,-217.8203125,-94.171875
129,0.75385966678424898,0.3112437890607741,0.30849835662066538,0.25853109903874305,0.61869631506779377,111.015625,-22.5859375,-283.28125
130,0.7534595093243458,0.28270562146284078,0.59690548693069512,0.16483193511074679,0.42563360143068052,162.6953125,192.9375,392.765625
131,0.7544873947079882,0.58632797069707865,0.51070338626127298,0.18200315507062093,0.3855159497717538,125.1796875,-1.1484375,115.609375
132,0.75380833559996363,0.82004119413983545,0.30128735884788832,0.29964186358386385,0.19895906879924649,-71.96875,-132.8359375,-67.7578125
133,0.75437238098071246,0.47275965975717238,0.20905187702073677,0.34828780449956037,0.37702654141080644,-107.5703125,60.484375,-31.7734375
