block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
68,0.75707444625316622,0.20263228980930192,0.2895550046210566,0.23373696193988824,0.78121128764985159,-70.8984375,27.0703125,-121.6875
69,0.75385157532626523,0.58725266119142494,0.28327552450808713,0.42641241372926519,0.62255692133960083,7.734375,-43.5703125,-49.5
70,0.75104153623006953,0.37062233941453354,0.29355691249223254,0.25774091163974572,0.27914935941236696,-90.234375,-65.7421875,33
71,0.75234785875281862,0.48703866187401379,0.59447050519213007,0.5087877083804766,0.45758697283787031,-77.34375,-21.140625,-40.734375
72,0.75437006080084545,0.48805453630905965,0.14969824788256411,0.35463020988535854,0.50100846444958902,-35.578125,9.796875,66.515625
73,0.75470441327879367,0.54546089005589204,0.33940898237003242,0.40425634400437965,0.3918789071871942,-8.5078125,56.9765625,146.953125
74,0.75446897522052481,0.42716131245655498,0.20904727605250739,0.40634814514867218,0.4114504411429592,1.2890625,-46.40625,47.4375
75,0.75368679042491005,0.42599954597505896,0.42610416508324189,0.32350884174180888,0.37503905747055766,-0.515625,-24.75,20.3671875
76,0.75250829576759326,0.23827333193042932,0.3662106462038423,0.35168101322298206,0.64171883162271326,35.8359375,-56.9765625,-103.640625
77,0.75399875128697325,0.29133134353296569,0.20362976094505925,0.24090461356917867,0.30151187879021479,73.4765625,68.3203125,28.875
78,0.75341113441578422,0.25937770368896068,0.71279274982562979,0.48722730678558807,0.31032919329708186,-31.96875,-18.5625,22.9453125
79,0.75389135848846511,0.23339108209687914,0.77330140742499576,0.47607180318635428,0.58238485454163991,-107.25,-96.1640625,9.5390625
80,0.75505072244483473,0.41622384874818613,0.27214638621922188,0.3035637690973757,0.53265023914043319,47.4375,-42.5390625,8.765625
81,0.75334700308873781,0.39763589960534285,0.31831068107105381,0.25861342934212461,0.2567940874370111,41.5078125,-8.5078125,-42.796875
82,0.75368331211564643,0.46704247989545722,0.19848857440774678,0.26406839826211287,0.23345827697975993,-192.84375,-125.296875,-75.5390625
83,0.75297699794084061,0.39667970216242199,0.41401985064553004,0.39491021715686508,0.25288523827278464,-59.8125,50.53125,43.3125
84,0.7544818014859338,0.36114668171002562,0.35686703366218109,0.49659993281727766,0.47366854972066447,-38.15625,54.65625,-38.15625
85,0.75433266897626405,0.20839666412702021,0.34882200536088526,0.3312082552018254,0.49732775478132812,-14.4375,44.0859375,-153.9140625
86,0.7530704775022955,0.45550824531791601,0.52581060727946394,0.2681069327155865,0.21733389861525795,126.0703125,-34.546875,-5.9296875
87,0.75402070811419974,0.49777550691497324,0.33048617552457343,0.35807950230344116,0.23632142378718662,63.6796875,-133.03125,-95.390625
88,0.75130849646603881,0.40985793326562969,0.19873222409925159,0.13281306080335781,0.26969873609981154,14.953125,-149.2734375,-79.40625
89,0.75302917257979252,0.13262903297335446,0.4411780625470067,0.17779266495068768,0.42903552160113584,-59.5546875,37.640625,103.3828125
90,0.75222720490024275,0.36571590500190826,0.45550584158349261,0.51794140531564759,0.30792362118890249,-58.5234375,-95.6484375,-29.6484375
91,0.7546402819517497,0.42663845542611184,0.34976812604897739,0.24094900186156146,0.40339961801147184,-30.1640625,5.671875,5.671875
92,0.7548455021982925,0.21997828465612565,0.41637700480042206,0.32638442300980514,0.4371395150457032,-103.640625,35.3203125,-133.546875
93,0.75550312004341036,0.26339122088646727,0.50282082462153554,0.21320847455449246,0.47154300480329653,61.875,99.515625,-96.421875
94,0.75431723397890849,0.48653917895051924,0.26550516206950048,0.39372537037690192,0.52681401239403236,9.28125,-19.3359375,1.546875
95,0.75444006177477252,0.80912916895153109,0.36719188796179147,0.30966201864516307,0.31963493493645634,-23.9765625,75.28125,-28.1015625
96,0.75147762925397155,0.37804439270752643,0.51280944216185886,0.44462475722331962,0.46454956421538285,-47.4375,136.3828125,94.359375
97,0.75535181359044934,0.33214724246809629,0.35766313053286941,0.41066321298608482,0.17624678139742883,18.3046875,63.1640625,101.578125
98,0.7545481067562686,0.21930419893228253,0.23803542872577071,0.16704790647505788,0.19710057191665373,61.875,42.0234375,82.5
99,0.75445484458914303,0.42002286621259599,0.37078564531948721,0.3974778146714158,0.28531235062570903,-12.1171875,115.5,5.9296875
100,0.75358200635834882,0.51766382648357734,0.24404215388776238,0.22630221645265161,0.28447115831744046,-48.2109375,42.0234375,-22.9453125
101,0.75247003436569526,0.52090503766289997,0.17858935250321789,0.27716287421087088,0.2033087449162867,-131.2265625,34.03125,94.6171875
102,0.75495898203801126,0.41083345644939018,0.24369608312534144,0.50755954609977727,0.43835680552500889,-73.4765625,64.1953125,95.6484375
103,0.75507528800400825,0.25816997442323092,0.19880775881964102,0.29017031225175832,0.39268998312018916,-134.578125,-10.0546875,33.2578125
104,0.75448810592147386,0.50989233852911386,0.36335243361506514,0.38471140653854063,0.47069853852819693,-57.75,-43.5703125,-21.140625
105,0.75497593879567093,0.35335429001415619,0.27952925919893351,0.23889440981270083,0.13011478637234503,-53.625,-50.2734375,-23.203125
106,0.75486093719564895,0.34411073291172783,0.29035781627519336,0.21687134694985705,0.24247941531293132,-15.984375,22.6875,-19.59375
107,0.75402657776108273,0.25734416205434735,0.23352543901442194,0.46609288519036329,0.34601485559443063,-188.9765625,-64.96875,53.3671875
108,0.75273025537746552,0.29691452944724539,0.32991781240405832,0.21896555557040698,0.31521859571883359,0,16.5,-42.5390625
109,0.75328635007095868,0.57332386539002445,0.21672210116640897,0.29633262747694578,0.33143979247449573,-3.3515625,-64.7109375,-20.3671875
110,0.75338787322258483,0.38926858431934908,0.38566385750707938,0.48666549606798781,0.40327230873559283,-11.859375,-102.09375,-168.609375
111,0.7549970260455815,0.32925528798493126,0.31931704436631436,0.375973406516388,0.3269172327928811,-114.984375,-14.1796875,74.5078125
112,0.75333330724601366,0.28988664490655952,0.65840377525388061,0.34657875102137725,0.25090879979849107,38.9296875,23.4609375,6.9609375
113,0.75315178298132923,0.26908090286030162,0.33872418644325281,0.34092860997933933,0.47199392333703649,-62.6484375,-57.4921875,-36.609375
114,0.75497419964103774,0.29520308647393256,0.42071172133761031,0.22092353188035244,0.34040367258801324,155.9765625,-157.265625,-38.15625
115,0.75583660294404043,0.383629430467536,0.25034059694786059,0.37423132148183391,0.27947216967441457,89.4609375,-5.9296875,-25.265625
116,0.75649161205721083,0.34723519724065144,0.20616502730015829,0.44465742223413923,0.31212919304706621,-28.875,29.90625,-16.7578125
117,0.75483637163647488,0.2030474584088135,0.25184331540215682,0.3838888172183571,0.36485019963809656,-162.9375,-68.578125,-136.8984375
118,0.75572899275120353,0.5046486202131405,0.50199711399437918,0.37575115885573995,0.26575625479812037,-89.71875,40.4765625,-111.375
119,0.75391592404763907,0.46450353879837097,0.21385472767639649,0.64523816749297203,0.45990164447669712,43.828125,100.03125,-25.5234375
120,0.75480963213401286,0.38815395926237151,0.19194030266510534,0.38954716885600577,0.47403752570385133,73.9921875,40.4765625,14.953125
121,0.75364483331942012,0.4942673945213798,0.19646247601416386,0.4038942906631387,0.15174737416672829,-119.3671875,28.875,82.2421875
122,0.75280460423797257,0.43006521998883934,0.42288917232952794,0.40227525096395023,0.30158506184797701,85.59375,58.5234375,-85.078125
123,0.75129501801764254,0.2965361770320814,0.37161500418849697,0.4116488044340364,0.39595947145686722,-64.7109375,-56.71875,-6.703125
124,0.7540370126888718,0.35419290366778855,0.3973446681428438,0.44902660844123193,0.41401540762713385,9.28125,143.6015625,-5.9296875
125,0.75381527047332741,0.56045952916122377,0.50856126195713813,0.38844907163896419,0.48297744525451231,-72.4453125,156.75,114.7265625
126,0.7525302525948192,0.26348029154184827,0.47372044007514413,0.34563997937130547,0.19590335053295016,80.6953125,18.5625,56.71875
127,0.75440919178006016,0.47666238964614133,0.24934855341618833,0.27445292258669696,0.40391798226113851,-25.78125,-51.046875,39.1875
128,0.75518985481537204,0.32161314656325179,0.19212196873681622,0.18999546553265137,0.13382058443544859,-55.4296875,64.453125,-27.328125
129,0.75376266104571799,0.2831846537748397,0.62593729082689786,0.4769606175962457,0.46323934577805903,68.0625,-32.484375,54.140625
130,0.75515920221498645,0.29129755289675474,0.32424779681603128,0.36062471543243191,0.27414401875184419,92.8125,-37.3828125,59.0390625
131,0.75512898440326071,0.28108053272275008,0.38200773462607324,0.27587943429739931,0.39828065193771778,19.078125,-39.703125,-79.1484375
132,0.75355939734813715,0.27198659650307039,0.40349647535949879,0.4471316726146094,0.23791363459678253,106.21875,51.3046875,-95.390625
133,0.75095696983610216,0.29575402321836297,0.39747469476910285,0.44837622292681584,0.46534027208236817,199.03125,47.4375,-44.859375
134,0.75364222458747265,0.30901432885743491,0.31119427186660892,0.34213438806293667,0.34506766363086044,-14.953125,-9.796875,58.265625
135,0.75418614519854132,0.3830337308150672,0.22716941770926846,0.19426014105551292,0.18520835869217678,-31.453125,144.6328125,58.5234375
136,0.75589290807524434,0.38752652443114127,0.22187544135318235,0.32998250662925649,0.32815303998851664,-38.15625,16.2421875,151.078125
137,0.75444245311239122,0.4223767654330487,0.4332297371509557,0.49854799214542989,0.33240235885134967,44.0859375,-20.3671875,65.2265625
138,0.75424245032974468,0.29349605893012892,0.19682329800316931,0.37422210707548259,0.34976612869221441,-76.828125,-174.5390625,63.9375
139,0.75351439672204101,0.33706436246746579,0.6136022958265025,0.20780973310921891,0.50556557746439568,-47.4375,-24.75,17.015625
140,0.75326374106074578,0.19144528302527108,0.30096005545762955,0.26987101826792198,0.45993724700952598,-31.96875,29.1328125,-91.78125
141,0.75396309861702293,0.41620742666173011,0.4170560725622704,0.2507376354089097,0.37530017453388193,56.4609375,-6.1875,-116.7890625
142,0.75294156266521939,0.292141412309116,0.37907908855029993,0.1438942858428458,0.48194483840455382,-67.2890625,25.5234375,-36.3515625
143,0.75440767001975584,0.46558023798215248,0.21293340989277437,0.29976075379971645,0.21217864591910671,-38.4140625,-9.0234375,-9.5390625
144,0.75378527005593055,0.40708608243787869,0.56568377937299386,0.35485476050054132,0.24986434613548791,-1.8046875,-14.4375,-22.4296875
145,0.75356896269861195,0.26479538215253334,0.46864946316042766,0.16742357304149341,0.22876657807366743,7.734375,53.8828125,-2.0625
146,0.75285308317333033,0.30792545640252261,0.52623774472755069,0.27102690730545947,0.19132790594781757,33.2578125,19.59375,37.8984375
147,0.75299373730417141,0.40984339244057205,0.49758581599835611,0.23209980779802081,0.32385280339196565,28.875,-61.875,16.2421875
148,0.754477888388011,0.29680440199886549,0.23355752718229569,0.23844036838857549,0.32826803260567899,99.2578125,-9.796875,-70.8984375
149,0.7528363438100002,0.60141026960483746,0.69280183079552171,0.5130474356637279,0.39621442652718231,-48.46875,-101.8359375,193.875
150,0.75495746027770916,0.30584283515996641,0.34225569620309959,0.66915995824191221,0.17751606713864806,16.2421875,-41.765625,43.5703125
151,0.7532154795197159,0.49918010535438301,0.35229137094414753,0.27112441889350286,0.27947922866384867,110.859375,-81.7265625,6.1875
152,0.75428832053315553,0.38994586819009353,0.35068827024549637,0.24510280012255037,0.21048351049186734,-43.828125,1.2890625,-69.8671875
153,0.75532159577872326,0.47154229133002123,0.44067597457548907,0.41226356417420285,0.32529405787271237,25.265625,59.0390625,52.078125
154,0.75470767419372831,0.28427212623928927,0.34587652472420349,0.52849390365243887,0.27947466845053448,46.6640625,-30.1640625,51.3046875
155,0.75306047736316417,0.27272377471673293,0.3232037005121654,0.56549621568437414,0.48862487044606251,19.078125,3.8671875,-88.4296875
156,0.75282243057294562,0.34680840242675998,0.32932501685508325,0.29558393392565196,0.5078758397586467,-35.3203125,-62.390625,15.46875
157,0.75340374300859958,0.17285446660236528,0.33982544772681877,0.30876769021302186,0.38503512266390283,-61.6171875,66,70.125
158,0.75309852137073341,0.15739309080828318,0.40187217376070428,0.47861750638093575,0.20852746688994286,71.4140625,53.109375,105.703125
159,0.75430071200990567,0.39564300066484115,0.3437308547486484,0.32936900929221791,0.36413554756124977,56.4609375,119.625,13.921875
160,0.75271242904249036,0.40323160334366881,0.47912568576362319,0.25662873595268743,0.47912590641794744,48.7265625,58.0078125,-47.6953125
161,0.75370374718256994,0.18439662473680452,0.31744132696063365,0.31677407880568192,0.51020851863578254,-35.578125,-7.9921875,-16.5
162,0.75498659111778899,0.27085476065453162,0.21801307282469259,0.19407590756064502,0.31028199586748073,-60.328125,38.15625,26.296875
163,0.75421831955922924,0.46655610888931648,0.15387411178058752,0.31433565411492964,0.18560893686792493,-70.640625,4.125,28.875
164,0.75322178395525563,0.27751855375372275,0.30446246309560426,0.43932072178620157,0.25029123792968788,28.359375,143.6015625,-5.4140625
165,0.75416788407490987,0.23875201954057437,0.67953273086311838,0.804381439941666,0.28657479565726679,-55.9453125,-3.8671875,-104.15625
166,0.75392483721512649,0.33248390789259935,0.40247656781120533,0.32460563760838151,0.28679743637138316,-7.9921875,-61.1015625,-136.640625
167,0.75394396791607488,0.22601039485498636,0.31288248878138364,0.11872868506959192,0.14487439972982175,-5.15625,127.359375,-1.546875
168,0.75078522831622074,0.35658646850961834,0.46447067841760353,0.29781920131064832,0.36732507064007691,-49.2421875,13.6640625,101.578125
169,0.7525404701282804,0.440284947281808,0.36125545205909976,0.62269527897610022,0.30688395402535629,-47.1796875,-2.578125,-70.3828125
170,0.75222829187188744,1.113095934071505,0.37320575121941718,0.34804431669775343,0.16949781705624045,-2.3203125,-40.4765625,-60.84375
171,0.75258438378273085,0.50659178142540029,0.57574163944679135,0.31124298012169815,0.60289200436463197,-25.265625,-71.15625,-3.609375
172,0.75372374746083393,0.35491196872178138,0.32939360693693581,0.22582055163087661,0.33118669769506764,-51.5625,58.78125,-26.5546875
173,0.75297112829395818,0.17798227355626384,0.4591789952060909,0.25615833472923005,0.22563795960213048,-82.7578125,-80.6953125,1.8046875
174,0.75572616662492631,0.41096006682957464,0.6951488157718001,0.23922659040727887,0.25577815206911253,13.1484375,-82.5,37.3828125
175,0.7557737759829708,0.65211060237681762,0.21903201751044818,0.24100159474507535,0.28293938475256364,-5.15625,-16.2421875,-1.546875
176,0.75357983241506077,0.43733630843585114,0.27909616508067431,0.32892854007182853,0.48940706105730936,50.2734375,76.828125,123.234375
177,0.75408723077886275,0.12614858112273197,0.37649378097588659,0.26050780391631084,0.3445252307365988,162.421875,70.640625,27.0703125
178,0.75288851844895166,0.22003094347164059,0.21757836863123983,0.26321765894070609,0.36129937953211611,152.625,45.375,-12.6328125
179,0.75369374704343794,0.24854132181589247,0.41648713208374966,0.17086763236633065,0.51634161936052636,-14.1796875,77.859375,33.515625
180,0.75429288581406406,0.37520703142775658,0.46273982426041055,0.23263818497647609,0.68808742158436498,43.828125,119.3671875,182.015625
181,0.75201002796560612,0.36171240039581598,0.32412680224427187,0.34983317758748878,0.20208225669670082,70.8984375,-11.34375,-2.8359375
182,0.75181872095611635,0.37231511227917463,0.16926435827826739,0.28194794677167939,0.17575123662035882,64.96875,-27.328125,-38.15625
183,0.75360091966496923,0.35237565157098055,0.34207461775743414,0.31162841020000193,0.48245910993210589,2.578125,-91.0078125,-46.1484375
184,0.75409853528396953,0.42635373324229175,0.23822895864016969,0.27315675176210297,0.3604622416605246,-96.421875,-74.765625,-72.9609375
185,0.75248199105378832,0.70545962380516825,0.42230627683867156,0.22181325718991779,0.29971106294088562,-50.015625,-25.265625,-16.2421875
186,0.75455832428972902,0.47040678939804248,0.4232363860365233,0.32942865797018323,0.42487120520728311,-51.8203125,-38.9296875,50.53125
187,0.75327765429779803,0.44104566314445787,0.21239030952046656,0.22273257869652607,0.57276246739476555,24.234375,-10.5703125,24.75
188,0.75564073065364445,0.43360924219630703,0.26752615964740162,0.18904172501743755,0.38594922588615421,-33.515625,-18.8203125,49.5
189,0.75431484264129001,0.52951570792180691,0.31220451099453195,0.73162987220707298,0.38039461051341877,77.6015625,-1.8046875,-7.21875
190,0.75365396388123784,0.3122202567723073,0.25973962678436585,0.66315959047114026,0.24871326126498858,87.65625,-150.046875,-66
191,0.75595530024765623,0.41198697121028416,0.52343643704139453,0.76519866344760656,0.38619993750328191,-18.046875,75.796875,22.171875
192,0.75394896798564159,0.61669375109653579,0.20546565405375761,0.29902362145865408,0.46993198897905225,-27.84375,31.1953125,68.578125
193,0.7532006967053454,0.29903058806349669,0.27602911745716152,0.32927207090229133,0.41146654297867374,111.890625,68.0625,59.0390625
194,0.75480332769847136,0.45067975075623629,0.50312621886869102,0.2895790870547158,0.36585610383213624,83.53125,96.6796875,39.703125
195,0.75415788393577687,0.32273251345594012,0.2222964388264663,0.79337881174935598,0.47644652926740599,142.3125,73.4765625,44.0859375
196,0.75465310821715825,0.21733134582573296,0.31521410605000577,0.37580803936366869,0.40317758663680692,28.1015625,27.5859375,13.40625
197,0.75069957495060857,0.18917149388732188,0.29788274171905327,0.2969957910530468,0.42760302951309948,56.4609375,17.015625,-135.3515625
198,0.74998108669337937,0.16273059135985504,0.25595436345115868,0.3126184717912,0.35068087720358138,-71.9296875,-133.03125,-56.203125
199,0.75382505321813009,0.44097895330079123,0.24052966428386358,0.166774725928793,0.22604385188820753,32.2265625,-87.65625,33
200,0.75407962197734824,0.43665522103339555,0.27603533633318678,0.2932373202900882,0.42661969629485003,63.1640625,-3.09375,-40.9921875
201,0.75505093983916338,0.38435493624857686,0.43489638155717913,0.24441299751850229,0.45148705869916217,-64.453125,-14.953125,80.953125
202,0.7530961300331136,0.30290589914848315,0.28069482225026565,0.259431340813089,0.50103033392751983,-30.6796875,-5.4140625,24.75
203,0.75481311044327593,0.56847249228453645,0.32620229359559938,0.30643528322183616,0.37284461605364277,12.890625,57.4921875,-26.0390625
204,0.75314417417981394,0.24393260637392611,0.71606867959214859,0.28432366159351496,0.46755192286304026,-50.53125,148.2421875,-44.34375
205,0.75258699251467898,0.19048692426449604,0.42654674267356246,0.31293372359999705,0.30993566083019858,-7.9921875,165,-70.3828125
206,0.75288764887163706,0.40590431727024195,0.40969610082313429,0.28140050296409586,0.36415524814912886,-16.7578125,26.8125,36.609375
207,0.75300591138659323,0.27632959186959255,0.32668093064550102,0.318329936412105,0.35202055070340599,-29.1328125,145.40625,-30.421875
208,0.75698270584634342,0.3032904845060036,0.27926201527253036,0.33749402979401805,0.19322902229943453,-92.296875,65.7421875,-160.1015625
209,0.75408244810362557,0.45577574964324591,0.49645742177464053,0.4908201151336582,0.43200684392247951,-19.078125,134.578125,-108.0234375
210,0.75311699988869496,0.56538890455845392,0.36263981710995147,0.68785311188904452,0.61618002002520345,-95.1328125,-10.0546875,-38.15625
211,0.75290482302362605,0.31847349457091356,0.50563783799720452,0.42509612538374192,0.21346647443991867,7.734375,-104.15625,-46.40625
212,0.75356809312129569,0.21835633765697529,0.48288876612762577,0.32297394342054742,0.8512694093266141,54.65625,-51.5625,11.0859375
213,0.7551102884909715,0.31507053995650569,0.3159113500383986,0.36886689908236225,0.54706989482790003,113.6953125,-104.671875,5.671875
214,0.75437766960235897,0.42614712791041687,0.22361944875215109,0.36121630831746498,0.31983267972971063,77.859375,-5.4140625,-18.5625
